cell_type,gene_id,gene_name,gene_biotype,FC,FDR
Oligodendrocytes,ENSG00000171877,FRMD5,protein_coding,2.81281132118802,0
Oligodendrocytes,ENSG00000179104,TMTC2,protein_coding,2.89500376768852,0
Oligodendrocytes,ENSG00000182168,UNC5C,protein_coding,2.86898519145699,0
Oligodendrocytes,ENSG00000183230,CTNNA3,protein_coding,4.43727804419875,0
Oligodendrocytes,ENSG00000184226,PCDH9,protein_coding,2.40837620887156,0
Oligodendrocytes,ENSG00000184588,PDE4B,protein_coding,2.75037798774912,0
Oligodendrocytes,ENSG00000187147,RNF220,protein_coding,3.71075261488918,0
Oligodendrocytes,ENSG00000187164,SHTN1,protein_coding,2.46799454124639,0
Oligodendrocytes,ENSG00000187391,MAGI2,protein_coding,1.44050739119166,0
Oligodendrocytes,ENSG00000188580,NKAIN2,protein_coding,2.65773939726685,0
Oligodendrocytes,ENSG00000188641,DPYD,protein_coding,2.81747079891106,0
Oligodendrocytes,ENSG00000197971,MBP,protein_coding,4.24499383607621,0
Oligodendrocytes,ENSG00000173786,CNP,protein_coding,2.32030504483725,0
Oligodendrocytes,ENSG00000140600,SH3GL3,protein_coding,2.39712537249119,2.15674582928445E-291
Oligodendrocytes,ENSG00000151150,ANK3,protein_coding,1.85138465380579,8.45418178369644E-291
Oligodendrocytes,ENSG00000147459,DOCK5,protein_coding,2.11530902859385,9.39777502182941E-290
Oligodendrocytes,ENSG00000075711,DLG1,protein_coding,2.21226890518071,1.20118324228301E-286
Oligodendrocytes,ENSG00000075539,FRYL,protein_coding,2.19416412200002,5.72188415472039E-285
Oligodendrocytes,ENSG00000134851,TMEM165,protein_coding,2.11069247219747,2.45176964269116E-278
Oligodendrocytes,ENSG00000099194,SCD,protein_coding,2.16908219513468,2.45255696490899E-278
Oligodendrocytes,ENSG00000106772,PRUNE2,protein_coding,2.1899950424627,1.3244356735156E-273
Oligodendrocytes,ENSG00000073417,PDE8A,protein_coding,2.11451013787921,3.72105326630527E-269
Oligodendrocytes,ENSG00000176658,MYO1D,protein_coding,2.22950355385677,4.17660042390974E-265
Oligodendrocytes,ENSG00000146592,CREB5,protein_coding,2.15420508524194,9.17210142089789E-264
Oligodendrocytes,ENSG00000174607,UGT8,protein_coding,1.9438698872027,1.86889629903351E-256
Oligodendrocytes,ENSG00000109846,CRYAB,protein_coding,2.11628169854763,3.32982128486773E-255
Oligodendrocytes,ENSG00000046653,GPM6B,protein_coding,1.88440503870122,5.06915889095671E-255
Oligodendrocytes,ENSG00000257585,LINC00609,lincRNA,2.04158114612401,5.43300063784407E-254
Oligodendrocytes,ENSG00000164161,HHIP,protein_coding,1.95056070748498,1.24644012868191E-249
Oligodendrocytes,ENSG00000154678,PDE1C,protein_coding,2.1760910598579,1.85157613536134E-249
Oligodendrocytes,ENSG00000196104,SPOCK3,protein_coding,2.36914165606903,9.52981756967403E-248
Oligodendrocytes,ENSG00000183960,KCNH8,protein_coding,1.99504778242425,1.7213735487367E-244
Oligodendrocytes,ENSG00000033170,FUT8,protein_coding,2.00599289721861,4.55149472118564E-244
Oligodendrocytes,ENSG00000109654,TRIM2,protein_coding,1.97120121746855,1.29902123971574E-243
Oligodendrocytes,ENSG00000145416,MARCH1,protein_coding,2.12762248798158,9.42680298728963E-243
Oligodendrocytes,ENSG00000152894,PTPRK,protein_coding,2.24127184525156,1.12345074370877E-242
Oligodendrocytes,ENSG00000150672,DLG2,protein_coding,1.02730984671204,4.93103000116313E-240
Oligodendrocytes,ENSG00000139737,SLAIN1,protein_coding,1.99199933987354,7.15158584624136E-240
Oligodendrocytes,ENSG00000253877,LINC01608,lincRNA,1.91898083278608,2.36199733199843E-239
Oligodendrocytes,ENSG00000169554,ZEB2,protein_coding,2.00598555113458,2.30231993534833E-235
Oligodendrocytes,ENSG00000114757,PEX5L,protein_coding,2.17868514875569,8.09302324675492E-235
Oligodendrocytes,ENSG00000124406,ATP8A1,protein_coding,1.91139351114481,1.36851123932483E-233
Oligodendrocytes,ENSG00000176463,SLCO3A1,protein_coding,1.90879279499863,5.9366753644649E-231
Oligodendrocytes,ENSG00000168297,PXK,protein_coding,1.81625096632596,9.34253013518731E-231
Oligodendrocytes,ENSG00000150656,CNDP1,protein_coding,1.70980145197731,4.80812662940337E-229
Oligodendrocytes,ENSG00000071054,MAP4K4,protein_coding,1.86337518668271,4.00168549188914E-228
Oligodendrocytes,ENSG00000054690,PLEKHH1,protein_coding,1.70780672873735,3.05646344296385E-224
Oligodendrocytes,ENSG00000116675,DNAJC6,protein_coding,1.96291590926251,3.21918102182309E-224
Oligodendrocytes,ENSG00000107317,PTGDS,protein_coding,2.25322476429887,3.0770603200541E-223
Oligodendrocytes,ENSG00000140262,TCF12,protein_coding,1.93738246667779,5.06627629063924E-221
Oligodendrocytes,ENSG00000184144,CNTN2,protein_coding,1.75152092134194,2.00388223110067E-218
Oligodendrocytes,ENSG00000198597,ZNF536,protein_coding,1.9923184628968,4.21194033738184E-218
Oligodendrocytes,ENSG00000117266,CDK18,protein_coding,1.68543189213906,3.52820453424613E-217
Oligodendrocytes,ENSG00000144339,TMEFF2,protein_coding,2.10149033676582,5.43118395694496E-214
Oligodendrocytes,ENSG00000158865,SLC5A11,protein_coding,1.78228738482251,1.3576421692192E-211
Oligodendrocytes,ENSG00000154493,C10orf90,protein_coding,1.76299619553688,2.13002620206984E-210
Oligodendrocytes,ENSG00000107331,ABCA2,protein_coding,1.78539896656782,3.64230141087065E-209
Oligodendrocytes,ENSG00000109458,GAB1,protein_coding,1.8540599849994,1.84616769381229E-208
Oligodendrocytes,ENSG00000105695,MAG,protein_coding,1.56274439917691,3.83304002581863E-204
Oligodendrocytes,ENSG00000080822,CLDND1,protein_coding,1.64537351613586,3.36117042338515E-203
Oligodendrocytes,ENSG00000065809,FAM107B,protein_coding,1.60426163160291,5.47434208080667E-203
Oligodendrocytes,ENSG00000112851,ERBB2IP,protein_coding,1.78111783832935,6.19796577987004E-203
Oligodendrocytes,ENSG00000141338,ABCA8,protein_coding,1.55780900059624,5.28911990667338E-201
Oligodendrocytes,ENSG00000197959,DNM3,protein_coding,1.54655336042775,1.61725218977274E-199
Oligodendrocytes,ENSG00000122545,SEPT7,protein_coding,1.60916493314043,6.63691434024628E-197
Oligodendrocytes,ENSG00000167123,CERCAM,protein_coding,1.60001835018668,5.70155241320515E-196
Oligodendrocytes,ENSG00000064042,LIMCH1,protein_coding,1.77563566906714,1.74017305011863E-192
Oligodendrocytes,ENSG00000151320,AKAP6,protein_coding,1.64912280379892,3.89391097991257E-192
Oligodendrocytes,ENSG00000153707,PTPRD,protein_coding,1.40512494030854,5.20210895205122E-191
Oligodendrocytes,ENSG00000198121,LPAR1,protein_coding,1.56182718314188,5.87531714104209E-191
Oligodendrocytes,ENSG00000186231,KLHL32,protein_coding,1.79011987505865,3.95436594189362E-190
Oligodendrocytes,ENSG00000144036,EXOC6B,protein_coding,1.64789283312024,1.55098099596918E-189
Oligodendrocytes,ENSG00000005893,LAMP2,protein_coding,1.61174285189093,5.00134505900913E-188
Oligodendrocytes,ENSG00000084453,SLCO1A2,protein_coding,1.4630718771835,1.16757782196468E-187
Oligodendrocytes,ENSG00000163539,CLASP2,protein_coding,1.36376935590029,1.88730184909262E-187
Oligodendrocytes,ENSG00000078269,SYNJ2,protein_coding,1.66941338106079,3.29779113257148E-187
Oligodendrocytes,ENSG00000100142,POLR2F,protein_coding,1.52229908226231,7.99833505575464E-186
Oligodendrocytes,ENSG00000165959,CLMN,protein_coding,1.49662208657609,5.76545176352702E-183
Oligodendrocytes,ENSG00000028116,VRK2,protein_coding,1.53123789891239,1.18369258386841E-180
Oligodendrocytes,ENSG00000039319,ZFYVE16,protein_coding,1.59640665996572,2.19916168468787E-179
Oligodendrocytes,ENSG00000075651,PLD1,protein_coding,1.48351887913389,4.78396161739726E-178
Oligodendrocytes,ENSG00000047365,ARAP2,protein_coding,1.76423997434891,5.82132970255005E-177
Oligodendrocytes,ENSG00000140479,PCSK6,protein_coding,1.55942951251173,2.65641704227786E-176
Oligodendrocytes,ENSG00000144283,PKP4,protein_coding,1.80120311577506,4.79117502988209E-176
Oligodendrocytes,ENSG00000104067,TJP1,protein_coding,1.65374566254488,9.53679455711474E-176
Oligodendrocytes,ENSG00000177570,SAMD12,protein_coding,1.83584815797293,3.36282693898329E-175
Oligodendrocytes,ENSG00000172508,CARNS1,protein_coding,1.38504719034608,7.83057404062979E-175
Oligodendrocytes,ENSG00000186417,GLDN,protein_coding,1.39406490494689,1.58344659632096E-170
Oligodendrocytes,ENSG00000167641,PPP1R14A,protein_coding,1.45226504193578,2.7608211332695E-169
Oligodendrocytes,ENSG00000122367,LDB3,protein_coding,1.33778894400781,3.00777184002517E-169
Oligodendrocytes,ENSG00000169398,PTK2,protein_coding,1.54575867496176,7.9707608972071E-169
Oligodendrocytes,ENSG00000148180,GSN,protein_coding,1.52176048748092,3.53134536946398E-168
Oligodendrocytes,ENSG00000146122,DAAM2,protein_coding,1.46356093832902,5.18342368992896E-168
Oligodendrocytes,ENSG00000204655,MOG,protein_coding,1.25716277891118,1.16885177534551E-167
Oligodendrocytes,ENSG00000197430,OPALIN,protein_coding,1.32441421746573,1.318960584264E-167
Oligodendrocytes,ENSG00000148541,FAM13C,protein_coding,1.5167969957144,6.14379157231924E-165
Oligodendrocytes,ENSG00000188153,COL4A5,protein_coding,1.37924114037662,1.60084335362215E-164
Oligodendrocytes,ENSG00000064651,SLC12A2,protein_coding,1.57337809069843,6.66445131511849E-164
Oligodendrocytes,ENSG00000124920,MYRF,protein_coding,1.26649759303104,1.74733470889163E-163
Oligodendrocytes,ENSG00000136237,RAPGEF5,protein_coding,1.80415069060202,2.78689775891999E-159
Oligodendrocytes,ENSG00000066084,DIP2B,protein_coding,1.49679992111059,1.05238623270318E-158
Oligodendrocytes,ENSG00000108381,ASPA,protein_coding,1.28465137200315,2.14665494849879E-158
Oligodendrocytes,ENSG00000129538,RNASE1,protein_coding,1.2874729701055,3.94968105145918E-158
Oligodendrocytes,ENSG00000135049,AGTPBP1,protein_coding,1.56247369726937,4.73264842250032E-158
Oligodendrocytes,ENSG00000011426,ANLN,protein_coding,1.27379465237638,2.66784438196625E-157
Oligodendrocytes,ENSG00000123684,LPGAT1,protein_coding,1.43511673897192,3.33112796915045E-155
Oligodendrocytes,ENSG00000139793,MBNL2,protein_coding,1.57915703588841,4.09292910026487E-154
Oligodendrocytes,ENSG00000196814,MVB12B,protein_coding,1.39048071231585,4.12872132855133E-154
Oligodendrocytes,ENSG00000148120,C9orf3,protein_coding,1.58184336878496,3.14665368826187E-153
Oligodendrocytes,ENSG00000080815,PSEN1,protein_coding,1.39743534417557,2.07470704474725E-152
Oligodendrocytes,ENSG00000155111,CDK19,protein_coding,1.49037023858879,2.48669224800554E-152
Oligodendrocytes,ENSG00000012983,MAP4K5,protein_coding,1.46926496954939,3.08586613704392E-152
Oligodendrocytes,ENSG00000064787,BCAS1,protein_coding,1.46643784633909,7.62135961572548E-152
Oligodendrocytes,ENSG00000026652,AGPAT4,protein_coding,1.4151665193019,9.88691264663611E-152
Oligodendrocytes,ENSG00000170775,GPR37,protein_coding,1.24570537688852,1.22559638667718E-150
Oligodendrocytes,ENSG00000001629,ANKIB1,protein_coding,1.51455134680762,1.62250502510581E-150
Oligodendrocytes,ENSG00000163602,RYBP,protein_coding,1.3431162651224,3.70994341363854E-150
Oligodendrocytes,ENSG00000107863,ARHGAP21,protein_coding,1.5140116125526,6.59488370701633E-150
Oligodendrocytes,ENSG00000166086,JAM3,protein_coding,1.34570275088212,1.09064148244658E-149
Oligodendrocytes,ENSG00000207955,MIR219A2,lincRNA,1.23539567246832,1.21196729394426E-149
Oligodendrocytes,ENSG00000086205,FOLH1,protein_coding,1.13717517082001,9.6018624656699E-148
Oligodendrocytes,ENSG00000151552,QDPR,protein_coding,1.41242547840462,3.1865917469788E-146
Oligodendrocytes,ENSG00000117569,PTBP2,protein_coding,1.39239280095292,1.37427872219247E-145
Oligodendrocytes,ENSG00000151572,ANO4,protein_coding,1.67029948634,2.26023391402092E-145
Oligodendrocytes,ENSG00000249853,HS3ST5,protein_coding,1.52676108722169,1.23849527370991E-144
Oligodendrocytes,ENSG00000176485,PLA2G16,protein_coding,1.22746628437489,1.66728678424501E-144
Oligodendrocytes,ENSG00000250722,SEPP1,protein_coding,1.21796352547767,1.77202893132978E-144
Oligodendrocytes,ENSG00000103089,FA2H,protein_coding,1.23242184173191,4.42840121680293E-143
Oligodendrocytes,ENSG00000251562,MALAT1,lincRNA,1.12204046673722,1.46607549008141E-142
Oligodendrocytes,ENSG00000259070,LINC00639,lincRNA,1.24302312078563,2.0912465199163E-142
Oligodendrocytes,ENSG00000152910,CNTNAP4,protein_coding,1.63340134458339,1.01077648235159E-140
Oligodendrocytes,ENSG00000136541,ERMN,protein_coding,1.1101984022859,2.44922139854653E-139
Oligodendrocytes,ENSG00000140575,IQGAP1,protein_coding,1.24706844651478,4.72547183972538E-139
Oligodendrocytes,ENSG00000172005,MAL,protein_coding,1.13941236814467,7.81099790713123E-139
Oligodendrocytes,ENSG00000198756,COLGALT2,protein_coding,1.30528267347941,2.77878546753535E-137
Oligodendrocytes,ENSG00000115365,LANCL1,protein_coding,1.40702156274118,1.25156554065567E-136
Oligodendrocytes,ENSG00000243444,PALM2,protein_coding,1.26114563894362,1.84423869190651E-135
Oligodendrocytes,ENSG00000166348,USP54,protein_coding,1.29984560806956,1.41520088765559E-134
Oligodendrocytes,ENSG00000187764,SEMA4D,protein_coding,1.30289045218025,4.21850326706365E-134
Oligodendrocytes,ENSG00000106078,COBL,protein_coding,1.38492900654009,4.11898176511984E-133
Oligodendrocytes,ENSG00000064393,HIPK2,protein_coding,1.30281908582544,7.68368767886927E-133
Oligodendrocytes,ENSG00000127946,HIP1,protein_coding,1.42328206244839,1.87448975708957E-132
Oligodendrocytes,ENSG00000169918,OTUD7A,protein_coding,1.35058889312963,3.51814364398171E-131
Oligodendrocytes,ENSG00000138593,SECISBP2L,protein_coding,1.33304558079211,4.50680174667459E-131
Oligodendrocytes,ENSG00000154027,AK5,protein_coding,1.58325546235038,2.34910606597188E-130
Oligodendrocytes,ENSG00000073921,PICALM,protein_coding,1.39302048527791,3.54279004843755E-130
Oligodendrocytes,ENSG00000125703,ATG4C,protein_coding,1.2742335358479,3.7602664073571E-130
Oligodendrocytes,ENSG00000075292,ZNF638,protein_coding,1.29787486050592,5.98481465118113E-130
Oligodendrocytes,ENSG00000181409,AATK,protein_coding,1.25288442803954,5.89529736807911E-129
Oligodendrocytes,ENSG00000109686,SH3D19,protein_coding,1.44939776162218,7.72310278527774E-128
Oligodendrocytes,ENSG00000229989,MIR181A1HG,lincRNA,1.36985688260477,2.21373713384294E-127
Oligodendrocytes,ENSG00000151914,DST,protein_coding,1.11372489888762,1.1283646700491E-126
Oligodendrocytes,ENSG00000141298,SSH2,protein_coding,1.42459577381317,2.45758850957141E-126
Oligodendrocytes,ENSG00000163697,APBB2,protein_coding,1.45113205203745,3.39051863939692E-125
Oligodendrocytes,ENSG00000187239,FNBP1,protein_coding,1.37926688248784,2.13303592091505E-124
Oligodendrocytes,ENSG00000253807,LINC01170,lincRNA,1.23768429257012,1.04294863375877E-122
Oligodendrocytes,ENSG00000158352,SHROOM4,protein_coding,1.16341778827737,1.04754004709668E-122
Oligodendrocytes,ENSG00000157483,MYO1E,protein_coding,1.16452756545275,3.87209915004702E-122
Oligodendrocytes,ENSG00000165566,AMER2,protein_coding,1.18448694077187,4.09231917406888E-122
Oligodendrocytes,ENSG00000118785,SPP1,protein_coding,1.10450408222468,7.97346241423839E-122
Oligodendrocytes,ENSG00000228624,RP3-399L15.3,antisense,1.19218004835889,8.61498773504776E-122
Oligodendrocytes,ENSG00000113269,RNF130,protein_coding,1.28678335117383,3.61669488417607E-121
Oligodendrocytes,ENSG00000197892,KIF13B,protein_coding,1.18364695733468,2.22434743883007E-120
Oligodendrocytes,ENSG00000180776,ZDHHC20,protein_coding,1.1178940122577,6.99059234041854E-120
Oligodendrocytes,ENSG00000157985,AGAP1,protein_coding,1.40408142840425,8.61868148401127E-120
Oligodendrocytes,ENSG00000115355,CCDC88A,protein_coding,1.29330275171963,5.75727874000312E-119
Oligodendrocytes,ENSG00000215158,RP11-1023L17.1,transcribed_unprocessed_pseudogene,1.09117607359493,8.32345194109169E-118
Oligodendrocytes,ENSG00000164627,KIF6,protein_coding,1.07548969538698,1.69713124159754E-117
Oligodendrocytes,ENSG00000228842,PCDH9-AS2,antisense,1.45867650735399,3.91989441831489E-117
Oligodendrocytes,ENSG00000277363,SRCIN1,protein_coding,1.21048771601224,4.49095243565182E-116
Oligodendrocytes,ENSG00000111912,NCOA7,protein_coding,1.27094795771598,8.04392214109602E-114
Oligodendrocytes,ENSG00000127955,GNAI1,protein_coding,1.20606331588885,9.30572799343044E-114
Oligodendrocytes,ENSG00000120162,MOB3B,protein_coding,1.21194060243594,1.82091097946328E-113
Oligodendrocytes,ENSG00000077157,PPP1R12B,protein_coding,1.24386747943269,2.34569354368472E-113
Oligodendrocytes,ENSG00000105290,APLP1,protein_coding,1.460863349152,6.49697041770782E-113
Oligodendrocytes,ENSG00000163531,NFASC,protein_coding,1.2351221125591,1.65464377823283E-112
Oligodendrocytes,ENSG00000101445,PPP1R16B,protein_coding,1.15468536924711,3.4268905659444E-112
Oligodendrocytes,ENSG00000019144,PHLDB1,protein_coding,1.09328668259216,3.80806134946875E-112
Oligodendrocytes,ENSG00000198822,GRM3,protein_coding,1.5330992886441,1.42322332329668E-111
Oligodendrocytes,ENSG00000108387,SEPT4,protein_coding,1.04285818094806,3.09218508621474E-111
Oligodendrocytes,ENSG00000168785,TSPAN5,protein_coding,1.35998817893861,1.59171806718812E-110
Oligodendrocytes,ENSG00000118515,SGK1,protein_coding,1.35943560634582,2.17459648670085E-110
Oligodendrocytes,ENSG00000100242,SUN2,protein_coding,1.07793740838637,2.55398985360277E-110
Oligodendrocytes,ENSG00000176771,NCKAP5,protein_coding,1.40403219586831,9.75089721340812E-110
Oligodendrocytes,ENSG00000033327,GAB2,protein_coding,1.28247505444551,4.10101381701446E-109
Oligodendrocytes,ENSG00000134243,SORT1,protein_coding,1.15576210271455,4.82851791353494E-109
Oligodendrocytes,ENSG00000107798,LIPA,protein_coding,1.11861991094153,1.29014173050483E-108
Oligodendrocytes,ENSG00000066468,FGFR2,protein_coding,1.14343442292099,1.82437851875279E-108
Oligodendrocytes,ENSG00000154153,FAM134B,protein_coding,1.12541317520762,4.28318738673214E-108
Oligodendrocytes,ENSG00000223482,NUTM2A-AS1,antisense,1.17802777417629,1.25351932541334E-107
Oligodendrocytes,ENSG00000178425,NT5DC1,protein_coding,1.05218904603341,1.39440966777616E-107
Oligodendrocytes,ENSG00000082996,RNF13,protein_coding,1.15543424163311,5.44675046648476E-107
Oligodendrocytes,ENSG00000106069,CHN2,protein_coding,1.25633855111379,1.10503653033574E-106
Oligodendrocytes,ENSG00000109046,WSB1,protein_coding,1.21815200860147,1.13318089471685E-106
Oligodendrocytes,ENSG00000129422,MTUS1,protein_coding,1.1567735499948,2.82052154954648E-105
Oligodendrocytes,ENSG00000118985,ELL2,protein_coding,1.16115006616291,1.33141856130709E-104
Oligodendrocytes,ENSG00000006831,ADIPOR2,protein_coding,1.06498896896901,1.36601726109627E-104
Oligodendrocytes,ENSG00000111110,PPM1H,protein_coding,1.12180414204171,1.13328075255842E-102
Oligodendrocytes,ENSG00000078124,ACER3,protein_coding,1.04185206204057,2.44049004858188E-100
Oligodendrocytes,ENSG00000115252,PDE1A,protein_coding,1.5807091517263,7.94877586043792E-100
Oligodendrocytes,ENSG00000227110,LMCD1-AS1,antisense,1.13920171735012,8.19031277057338E-100
Oligodendrocytes,ENSG00000181722,ZBTB20,protein_coding,1.44873909545937,1.78765248417801E-99
Oligodendrocytes,ENSG00000167191,GPRC5B,protein_coding,1.11700646429924,4.22240127856737E-99
Oligodendrocytes,ENSG00000197601,FAR1,protein_coding,1.03691091095791,1.13999062937467E-97
Oligodendrocytes,ENSG00000154654,NCAM2,protein_coding,1.24292726322993,1.36014628021728E-97
Oligodendrocytes,ENSG00000189058,APOD,protein_coding,1.16970629059916,2.61216319007781E-95
Oligodendrocytes,ENSG00000151240,DIP2C,protein_coding,1.15812434733134,2.79876287614841E-94
Oligodendrocytes,ENSG00000120658,ENOX1,protein_coding,1.37940524953105,5.39823079549138E-94
Oligodendrocytes,ENSG00000138411,HECW2,protein_coding,1.35599791804892,2.49790868641335E-93
Oligodendrocytes,ENSG00000182771,GRID1,protein_coding,1.13423378254266,3.16077617860805E-93
Oligodendrocytes,ENSG00000141447,OSBPL1A,protein_coding,1.17118279898022,3.38106972996327E-92
Oligodendrocytes,ENSG00000242808,SOX2-OT,sense_overlapping,1.32883693164115,2.55322618252339E-91
Oligodendrocytes,ENSG00000177103,DSCAML1,protein_coding,1.19694347357258,4.51348710210308E-91
Oligodendrocytes,ENSG00000149571,KIRREL3,protein_coding,1.53268035209673,1.27773963325751E-90
Oligodendrocytes,ENSG00000184005,ST6GALNAC3,protein_coding,1.25562382302595,4.69202311090703E-90
Oligodendrocytes,ENSG00000118322,ATP10B,protein_coding,1.00914347014361,6.46202016071236E-90
Oligodendrocytes,ENSG00000067141,NEO1,protein_coding,1.03297163718026,4.49540471028589E-86
Oligodendrocytes,ENSG00000158321,AUTS2,protein_coding,1.0062276789142,8.75815060027611E-84
Oligodendrocytes,ENSG00000170017,ALCAM,protein_coding,1.27092836032585,3.91867895272487E-83
Oligodendrocytes,ENSG00000136717,BIN1,protein_coding,1.02183465633064,6.84726000137754E-83
Oligodendrocytes,ENSG00000226994,AC012593.1,lincRNA,1.02867032551519,5.99148571197984E-82
Oligodendrocytes,ENSG00000088387,DOCK9,protein_coding,1.08895314490462,2.91141016293664E-81
Oligodendrocytes,ENSG00000182247,UBE2E2,protein_coding,1.13567465015713,3.26184195863946E-81
Oligodendrocytes,ENSG00000141376,BCAS3,protein_coding,1.05402481171993,1.32179530593948E-79
Oligodendrocytes,ENSG00000231607,DLEU2,antisense,1.03670440462476,1.16928627930663E-76
Oligodendrocytes,ENSG00000102452,NALCN,protein_coding,1.02820877929048,2.90676786031922E-75
Oligodendrocytes,ENSG00000187514,PTMA,protein_coding,1.03925048566216,3.01165196531605E-75
Oligodendrocytes,ENSG00000152377,SPOCK1,protein_coding,1.13047283183541,4.8380389110418E-73
Oligodendrocytes,ENSG00000183580,FBXL7,protein_coding,1.12318722386175,3.60971450336658E-70
Oligodendrocytes,ENSG00000153956,CACNA2D1,protein_coding,1.13978721761941,1.06868333971433E-65
Oligodendrocytes,ENSG00000245532,NEAT1,lincRNA,1.02739429341786,2.26850171220651E-62
Oligodendrocytes,ENSG00000167996,FTH1,protein_coding,1.01335169999645,3.02207727555989E-55
OPC,ENSG00000038427,VCAN,protein_coding,2.83909081841215,0
OPC,ENSG00000072134,EPN2,protein_coding,2.5489950424942,0
OPC,ENSG00000103489,XYLT1,protein_coding,3.12212942061931,0
OPC,ENSG00000106278,PTPRZ1,protein_coding,3.95003468864141,0
OPC,ENSG00000110693,SOX6,protein_coding,3.14682097882172,0
OPC,ENSG00000112902,SEMA5A,protein_coding,2.74213352411125,0
OPC,ENSG00000116147,TNR,protein_coding,3.84217935666404,0
OPC,ENSG00000122584,NXPH1,protein_coding,2.682698296674,0
OPC,ENSG00000130226,DPP6,protein_coding,2.08315658190445,0
OPC,ENSG00000139910,NOVA1,protein_coding,2.31552543947578,0
OPC,ENSG00000139915,MDGA2,protein_coding,1.79486424482437,0
OPC,ENSG00000147481,SNTG1,protein_coding,2.25727019718799,0
OPC,ENSG00000148948,LRRC4C,protein_coding,3.31311107320952,0
OPC,ENSG00000150275,PCDH15,protein_coding,4.66675432294568,0
OPC,ENSG00000152208,GRID2,protein_coding,2.69849460099407,0
OPC,ENSG00000154975,CA10,protein_coding,2.80234361646219,0
OPC,ENSG00000156103,MMP16,protein_coding,3.18483843241915,0
OPC,ENSG00000157985,AGAP1,protein_coding,2.14918034104024,0
OPC,ENSG00000162670,BRINP3,protein_coding,2.38398221579741,0
OPC,ENSG00000168702,LRP1B,protein_coding,1.79727643633306,0
OPC,ENSG00000169760,NLGN1,protein_coding,2.25984724504823,0
OPC,ENSG00000171310,CHST11,protein_coding,2.49782793205175,0
OPC,ENSG00000171587,DSCAM,protein_coding,3.91078969448528,0
OPC,ENSG00000176204,LRRTM4,protein_coding,2.10403885332207,0
OPC,ENSG00000183117,CSMD1,protein_coding,1.95149769339639,0
OPC,ENSG00000183715,OPCML,protein_coding,2.35879988834023,0
OPC,ENSG00000184384,MAML2,protein_coding,2.48947146072065,0
OPC,ENSG00000184408,KCND2,protein_coding,2.58167719384088,0
OPC,ENSG00000185774,KCNIP4,protein_coding,2.14708651124484,0
OPC,ENSG00000187323,DCC,protein_coding,2.61339838978115,0
OPC,ENSG00000187398,LUZP2,protein_coding,3.43926695585221,0
OPC,ENSG00000187416,LHFPL3,protein_coding,5.08318037220274,0
OPC,ENSG00000189337,KAZN,protein_coding,2.39198472391902,0
OPC,ENSG00000196376,SLC35F1,protein_coding,2.46770694650804,0
OPC,ENSG00000278254,RP4-668E10.4,lincRNA,2.54131123100263,0
OPC,ENSG00000164796,CSMD3,protein_coding,1.92605022239803,9.97491792331525E-292
OPC,ENSG00000242808,SOX2-OT,sense_overlapping,2.40383575223432,4.3413624192472E-291
OPC,ENSG00000227036,LINC00511,lincRNA,1.93550890678392,4.43229590482197E-284
OPC,ENSG00000179915,NRXN1,protein_coding,1.46735971970693,7.55747063412121E-274
OPC,ENSG00000153823,PID1,protein_coding,2.04488786274861,1.59671169470026E-272
OPC,ENSG00000171189,GRIK1,protein_coding,1.90827245863389,6.10783895656878E-271
OPC,ENSG00000137177,KIF13A,protein_coding,1.9779143850846,6.76162392180901E-262
OPC,ENSG00000102466,FGF14,protein_coding,1.38833587279056,2.1556955500136E-260
OPC,ENSG00000100095,SEZ6L,protein_coding,2.05667626414393,1.0378989248581E-255
OPC,ENSG00000147044,CASK,protein_coding,1.95820055693837,8.23225275655859E-254
OPC,ENSG00000148516,ZEB1,protein_coding,1.97237396629231,2.12336002109294E-252
OPC,ENSG00000132692,BCAN,protein_coding,1.64114466635259,2.2919793207161E-245
OPC,ENSG00000185736,ADARB2,protein_coding,1.56888736439348,9.42584728370665E-245
OPC,ENSG00000114279,FGF12,protein_coding,1.61875775422728,3.78687355857028E-244
OPC,ENSG00000169946,ZFPM2,protein_coding,2.0335037586526,3.82399078935221E-241
OPC,ENSG00000134853,PDGFRA,protein_coding,1.2844054433276,9.61023239376925E-240
OPC,ENSG00000157890,MEGF11,protein_coding,1.54270362074969,1.99428651476167E-239
OPC,ENSG00000162631,NTNG1,protein_coding,1.85561421355691,2.55437147763291E-239
OPC,ENSG00000060718,COL11A1,protein_coding,1.83145318482598,1.04965060168562E-237
OPC,ENSG00000009413,REV3L,protein_coding,1.85270271739356,9.96239266991281E-237
OPC,ENSG00000079482,OPHN1,protein_coding,1.87187780123464,2.13521217796065E-236
OPC,ENSG00000150471,ADGRL3,protein_coding,1.21512788026441,5.23241188931538E-235
OPC,ENSG00000145284,SCD5,protein_coding,1.77086811649711,7.34562256155934E-233
OPC,ENSG00000198732,SMOC1,protein_coding,1.47244780763542,9.90964412561803E-233
OPC,ENSG00000185053,SGCZ,protein_coding,2.097936967079,2.46062279277443E-226
OPC,ENSG00000134369,NAV1,protein_coding,1.77533638876948,2.94792813548328E-224
OPC,ENSG00000112280,COL9A1,protein_coding,1.28116302293808,1.80031120433169E-223
OPC,ENSG00000148123,PLPPR1,protein_coding,1.7578065893523,1.69184313737594E-219
