"IlmnID"	"CETS.seqnames"	"CETS.start"	"CETS.end"	"CETS.strand"	"neuron"	"glia"	"region_type"	"symbol"	"CpG_Gene_Region"	"Endothelial_Genes"	"GabaPV_Genes"	"GabaRelnCalb_Genes"	"GabaVIPReln_Genes"	"Microglia_Genes"	"Microglia_activation_Genes"	"Microglia_deactivation_Genes"	"Oligo_Genes"	"OligoPrecursors_Genes"	"Pyramidal_Genes"	"Astrocyte_Genes"
"cg00428638"	"chr19"	7224713	7224713	"+"	0.713613786546748	0.237083223394043	"intergenic"	NA	"cg00428638_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19283928"	"chr19"	7794247	7794247	"+"	0.593870698898299	0.225527073015395	"intergenic"	NA	"cg19283928_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19701264"	"chr19"	8212385	8212385	"+"	0.663893193671602	0.322694482986731	"intergenic"	NA	"cg19701264_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14156381"	"chr19"	8212675	8212675	"+"	0.678754846639861	0.412331429689997	"intergenic"	NA	"cg14156381_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25801292"	"chr19"	10614272	10614272	"+"	0.418714776837162	0.16342399082667	"intergenic"	NA	"cg25801292_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05276360"	"chr19"	11354401	11354401	"+"	0.48929040277176	0.131502982770155	"intergenic"	NA	"cg05276360_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05599106"	"chr19"	12251511	12251511	"+"	0.448993964330804	0.109998763342001	"intergenic"	NA	"cg05599106_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06912922"	"chr19"	12708229	12708229	"+"	0.78225329534026	0.392507840720029	"intergenic"	NA	"cg06912922_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00755063"	"chr19"	13275288	13275288	"+"	0.747066967681272	0.126128681015689	"intergenic"	NA	"cg00755063_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10243075"	"chr19"	13615439	13615439	"+"	0.264021830777394	0.799291029559285	"intergenic"	NA	"cg10243075_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08528170"	"chr19"	13947914	13947914	"+"	0.687338381934564	0.309185368804313	"intergenic"	NA	"cg08528170_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24354933"	"chr19"	14049294	14049294	"+"	0.664472348353325	0.241956401501462	"intergenic"	NA	"cg24354933_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26173906"	"chr19"	14376389	14376389	"+"	0.746779727642246	0.357186183388759	"intergenic"	NA	"cg26173906_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05618807"	"chr19"	14376820	14376820	"+"	0.660600541653704	0.209694064486614	"intergenic"	NA	"cg05618807_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21533997"	"chr19"	14586075	14586075	"+"	0.739758131380026	0.319349774555485	"intergenic"	NA	"cg21533997_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24360651"	"chr19"	14586317	14586317	"+"	0.355367953833778	0.104376461379847	"intergenic"	NA	"cg24360651_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03949996"	"chr19"	14586329	14586329	"+"	0.431055618966965	0.110856234190578	"intergenic"	NA	"cg03949996_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15746620"	"chr19"	14785849	14785849	"+"	0.792251615091252	0.449946936303749	"intergenic"	NA	"cg15746620_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01007458"	"chr19"	15084527	15084527	"+"	0.760787586261728	0.346872908940038	"intergenic"	NA	"cg01007458_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06650786"	"chr19"	15312129	15312129	"+"	0.813963192288599	0.533240835167396	"intergenic"	NA	"cg06650786_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10754777"	"chr19"	15512044	15512044	"+"	0.5280391739351	0.959498320275874	"intergenic"	NA	"cg10754777_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18467189"	"chr19"	15575612	15575612	"+"	0.812280533700219	0.420238880435548	"intergenic"	NA	"cg18467189_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18812944"	"chr19"	16046240	16046240	"+"	0.729635094087657	0.46008928727462	"intergenic"	NA	"cg18812944_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04738220"	"chr19"	16466617	16466617	"+"	0.56241893408968	0.933670141403661	"intergenic"	NA	"cg04738220_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23641093"	"chr19"	16640963	16640963	"+"	0.538881509203758	0.862207970912827	"intergenic"	NA	"cg23641093_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15059065"	"chr19"	17354961	17354961	"+"	0.646023133119991	0.205959628409236	"intergenic"	NA	"cg15059065_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04749549"	"chr19"	17459798	17459798	"+"	0.455280137080364	0.133038227025585	"intergenic"	NA	"cg04749549_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21455844"	"chr19"	17796299	17796299	"+"	0.412102283870384	0.894408572434768	"intergenic"	NA	"cg21455844_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11207353"	"chr19"	18508493	18508493	"+"	0.702481835535698	0.470513993704329	"intergenic"	NA	"cg11207353_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15719255"	"chr19"	18508620	18508620	"+"	0.846934140270405	0.35859110101052	"intergenic"	NA	"cg15719255_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19688418"	"chr19"	19316554	19316554	"+"	0.718245857858092	0.232846500995207	"intergenic"	NA	"cg19688418_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.19.1079710R"	"chr19"	33483456	33483456	"+"	0.765516804388473	0.199438591430118	"intergenic"	NA	"ch.19.1079710R_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23316060"	"chr19"	33761225	33761225	"+"	0.818395007568227	0.350489307483918	"intergenic"	NA	"cg23316060_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17662083"	"chr19"	36004632	36004632	"+"	0.79368905630405	0.452991937521308	"intergenic"	NA	"cg17662083_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24335895"	"chr19"	36643771	36643771	"+"	0.202735809888497	0.694341310930244	"intergenic"	NA	"cg24335895_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03206533"	"chr19"	39222259	39222259	"+"	0.431839159949078	0.927697149419141	"intergenic"	NA	"cg03206533_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02299937"	"chr19"	40366088	40366088	"+"	0.6670308486562	0.37917137238708	"intergenic"	NA	"cg02299937_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14882636"	"chr19"	40722039	40722039	"+"	0.404773865510424	0.819663789618543	"intergenic"	NA	"cg14882636_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09530368"	"chr19"	40732113	40732113	"+"	0.347079606232111	0.0487617363782236	"intergenic"	NA	"cg09530368_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26200585"	"chr19"	40919245	40919245	"+"	0.788210953447592	0.346406301854316	"intergenic"	NA	"cg26200585_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24623694"	"chr19"	40919760	40919760	"+"	0.758304723396029	0.272766146070671	"intergenic"	NA	"cg24623694_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14085840"	"chr19"	40939429	40939429	"+"	0.541344113699344	0.0984130575596082	"intergenic"	NA	"cg14085840_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26933384"	"chr19"	41188655	41188655	"+"	0.446454050238898	0.901187581508838	"intergenic"	NA	"cg26933384_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22376864"	"chr19"	42497705	42497705	"+"	0.0905225680823316	0.462374817004399	"intergenic"	NA	"cg22376864_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27325255"	"chr19"	42501463	42501463	"+"	0.49724119369668	0.0816952609186631	"intergenic"	NA	"cg27325255_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23911372"	"chr19"	42546731	42546731	"+"	0.45870404280842	0.949234756480927	"intergenic"	NA	"cg23911372_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07756483"	"chr19"	44281665	44281665	"+"	0.805015163967032	0.34909217642632	"intergenic"	NA	"cg07756483_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21035368"	"chr19"	45947788	45947788	"+"	0.655797702251604	0.0564996391534017	"intergenic"	NA	"cg21035368_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22473620"	"chr19"	46379929	46379929	"+"	0.748887611856563	0.248453350119483	"intergenic"	NA	"cg22473620_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13546240"	"chr19"	46379991	46379991	"+"	0.718823125763762	0.189352525896128	"intergenic"	NA	"cg13546240_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11716106"	"chr19"	46380134	46380134	"+"	0.782774300673025	0.288947791397104	"intergenic"	NA	"cg11716106_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15104839"	"chr19"	46932612	46932612	"+"	0.261324866517041	0.708663688389003	"intergenic"	NA	"cg15104839_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18467978"	"chr19"	47134906	47134906	"+"	0.393489784584064	0.786946630590764	"intergenic"	NA	"cg18467978_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08906015"	"chr19"	47157825	47157825	"+"	0.747552773160399	0.107633150244444	"intergenic"	NA	"cg08906015_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06454084"	"chr19"	47158242	47158242	"+"	0.742523124261345	0.139586939867316	"intergenic"	NA	"cg06454084_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18828334"	"chr19"	47219891	47219891	"+"	0.631376683171996	0.109731200438592	"intergenic"	NA	"cg18828334_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22454370"	"chr19"	47919510	47919510	"+"	0.513075216491942	0.905739451660833	"intergenic"	NA	"cg22454370_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10772322"	"chr19"	49116839	49116839	"+"	0.809921918974689	0.326612956998788	"intergenic"	NA	"cg10772322_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10125703"	"chr19"	49228647	49228647	"+"	0.551040588341806	0.211543399142348	"intergenic"	NA	"cg10125703_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19671553"	"chr19"	50004444	50004444	"+"	0.77603965233684	0.387601285903965	"intergenic"	NA	"cg19671553_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11435239"	"chr19"	51220297	51220297	"+"	0.611605423798371	0.901216215664295	"intergenic"	NA	"cg11435239_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18589960"	"chr19"	51220392	51220392	"+"	0.421671353270184	0.806727476513904	"intergenic"	NA	"cg18589960_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11801011"	"chr19"	51220537	51220537	"+"	0.30788604874445	0.721017006118699	"intergenic"	NA	"cg11801011_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09227563"	"chr19"	54984705	54984705	"+"	0.624120487414787	0.238152039088627	"intergenic"	NA	"cg09227563_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13769548"	"chr19"	54984708	54984708	"+"	0.583490351238672	0.151090619397525	"intergenic"	NA	"cg13769548_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16021847"	"chr19"	55689649	55689649	"+"	0.497238887333463	0.867078200157518	"intergenic"	NA	"cg16021847_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15415893"	"chr19"	57336093	57336093	"+"	0.615062844992498	0.926705220149471	"intergenic"	NA	"cg15415893_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26537274"	"chr19"	57379813	57379813	"+"	0.526559382982003	0.91335706080592	"intergenic"	NA	"cg26537274_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06638023"	"chr19"	59030102	59030102	"+"	0.216795324282669	0.524142461681058	"intergenic"	NA	"cg06638023_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10346212"	"chr19"	384389	384389	"-"	0.742131240153101	0.35635331927521	"intergenic"	NA	"cg10346212_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04875977"	"chr19"	615692	615692	"-"	0.538247044324942	0.904999239576102	"intergenic"	NA	"cg04875977_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19925025"	"chr19"	710823	710823	"-"	0.302826864003227	0.66055095967483	"intergenic"	NA	"cg19925025_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17357561"	"chr19"	807322	807322	"-"	0.439691667025168	0.871128388838102	"intergenic"	NA	"cg17357561_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01025800"	"chr19"	807340	807340	"-"	0.285649520873946	0.926471806096319	"intergenic"	NA	"cg01025800_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14663914"	"chr19"	827739	827739	"-"	0.775524431589375	0.444734068985602	"intergenic"	NA	"cg14663914_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22761077"	"chr19"	850975	850975	"-"	0.775957426141958	0.159011439026934	"intergenic"	NA	"cg22761077_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06406619"	"chr19"	851045	851045	"-"	0.810707038127	0.225292407126865	"intergenic"	NA	"cg06406619_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25298189"	"chr19"	935259	935259	"-"	0.697854425950791	0.163427916650903	"intergenic"	NA	"cg25298189_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16192413"	"chr19"	1226669	1226669	"-"	0.582254241583684	0.911210079499093	"intergenic"	NA	"cg16192413_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06909547"	"chr19"	1226966	1226966	"-"	0.548086847230272	0.850916461485635	"intergenic"	NA	"cg06909547_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23001905"	"chr19"	1265302	1265302	"-"	0.693957042983746	0.912821707876235	"intergenic"	NA	"cg23001905_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00832567"	"chr19"	1281113	1281113	"-"	0.45079285127524	0.807463938410724	"intergenic"	NA	"cg00832567_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23650249"	"chr19"	1284764	1284764	"-"	0.815970227393785	0.468977889430512	"intergenic"	NA	"cg23650249_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07825294"	"chr19"	1415757	1415757	"-"	0.214462265693783	0.529855191543455	"intergenic"	NA	"cg07825294_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18041406"	"chr19"	1432955	1432955	"-"	0.478156255530367	0.924913128247872	"intergenic"	NA	"cg18041406_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19254118"	"chr19"	1907972	1907972	"-"	0.813756198329171	0.282660103888514	"intergenic"	NA	"cg19254118_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27073066"	"chr19"	2169160	2169160	"-"	0.453379280321293	0.0805252521945308	"intergenic"	NA	"cg27073066_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11891591"	"chr19"	2302474	2302474	"-"	0.665464871326724	0.163272396723845	"intergenic"	NA	"cg11891591_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13496660"	"chr19"	2424182	2424182	"-"	0.587170357907556	0.973479589187734	"intergenic"	NA	"cg13496660_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16876823"	"chr19"	2987082	2987082	"-"	0.564996613193773	0.232593464869597	"intergenic"	NA	"cg16876823_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19214024"	"chr19"	3227772	3227772	"-"	0.176404882042512	0.574591209308229	"intergenic"	NA	"cg19214024_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26543333"	"chr19"	3397718	3397718	"-"	0.648570726942931	0.153631558597578	"intergenic"	NA	"cg26543333_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13509147"	"chr19"	4153603	4153603	"-"	0.577558393427587	0.282595982462585	"intergenic"	NA	"cg13509147_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14200834"	"chr19"	4278055	4278055	"-"	0.791026100853028	0.400956765667042	"intergenic"	NA	"cg14200834_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22260615"	"chr19"	4486858	4486858	"-"	0.480836932286748	0.86406811376001	"intergenic"	NA	"cg22260615_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02259934"	"chr19"	4566484	4566484	"-"	0.553210871789467	0.921039414992325	"intergenic"	NA	"cg02259934_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07531516"	"chr19"	4566644	4566644	"-"	0.518985624572093	0.868975515048142	"intergenic"	NA	"cg07531516_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27547281"	"chr19"	4770506	4770506	"-"	0.261928927193038	0.696309039493283	"intergenic"	NA	"cg27547281_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02351925"	"chr19"	4770775	4770775	"-"	0.443971076892837	0.873842573896654	"intergenic"	NA	"cg02351925_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05877783"	"chr19"	5096685	5096685	"-"	0.477588020601486	0.975576770167289	"intergenic"	NA	"cg05877783_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24450508"	"chr19"	5141352	5141352	"-"	0.348256088725724	0.84001156204217	"intergenic"	NA	"cg24450508_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14580919"	"chr19"	5141553	5141553	"-"	0.590933324878317	0.929549815285606	"intergenic"	NA	"cg14580919_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14699734"	"chr19"	5806164	5806164	"-"	0.825427830471868	0.316339446567021	"intergenic"	NA	"cg14699734_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11902379"	"chr19"	7681598	7681598	"-"	0.52769131536821	0.924425565934031	"intergenic"	NA	"cg11902379_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13544883"	"chr19"	7852051	7852051	"-"	0.849966073130807	0.625035107444053	"intergenic"	NA	"cg13544883_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01895740"	"chr19"	7852739	7852739	"-"	0.667635919714218	0.421331572774125	"intergenic"	NA	"cg01895740_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10151196"	"chr19"	7911120	7911120	"-"	0.746281642410547	0.316222300976844	"intergenic"	NA	"cg10151196_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04305692"	"chr19"	8464907	8464907	"-"	0.556785310415702	0.897729989781627	"intergenic"	NA	"cg04305692_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22910295"	"chr19"	10403862	10403862	"-"	0.530351306131008	0.195147825398137	"intergenic"	NA	"cg22910295_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10604476"	"chr19"	10403908	10403908	"-"	0.499397266422362	0.0903829012402398	"intergenic"	NA	"cg10604476_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15011409"	"chr19"	10405226	10405226	"-"	0.63105606709138	0.171444256274714	"intergenic"	NA	"cg15011409_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16911349"	"chr19"	10406935	10406935	"-"	0.411370507495961	0.0801562683979325	"intergenic"	NA	"cg16911349_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04295144"	"chr19"	10407184	10407184	"-"	0.691476115530855	0.123223761666834	"intergenic"	NA	"cg04295144_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02605007"	"chr19"	10541304	10541304	"-"	0.798507273413682	0.216185006642141	"intergenic"	NA	"cg02605007_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18345115"	"chr19"	10541478	10541478	"-"	0.488633770446683	0.0764359254922522	"intergenic"	NA	"cg18345115_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11863536"	"chr19"	10543050	10543050	"-"	0.591170482604853	0.212470475987573	"intergenic"	NA	"cg11863536_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23018448"	"chr19"	10811855	10811855	"-"	0.125614793990651	0.629553609807233	"intergenic"	NA	"cg23018448_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05887082"	"chr19"	10959073	10959073	"-"	0.481387514587443	0.110706986846457	"intergenic"	NA	"cg05887082_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04307508"	"chr19"	10959101	10959101	"-"	0.652586335610365	0.262811087028692	"intergenic"	NA	"cg04307508_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03615408"	"chr19"	11032005	11032005	"-"	0.489317864401906	0.886324191183198	"intergenic"	NA	"cg03615408_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26313301"	"chr19"	11219615	11219615	"-"	0.519362814675783	0.909281865761957	"intergenic"	NA	"cg26313301_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17496921"	"chr19"	11406993	11406993	"-"	0.331747375970916	0.739008474584642	"intergenic"	NA	"cg17496921_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27657603"	"chr19"	13080179	13080179	"-"	0.424189156321521	0.795513851233554	"intergenic"	NA	"cg27657603_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13465946"	"chr19"	13208349	13208349	"-"	0.456270294933553	0.738011826648681	"intergenic"	NA	"cg13465946_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24446823"	"chr19"	13246208	13246208	"-"	0.488467871672547	0.823978308146761	"intergenic"	NA	"cg24446823_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02812482"	"chr19"	13974982	13974982	"-"	0.790459327644478	0.250564389248478	"intergenic"	NA	"cg02812482_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27397287"	"chr19"	14492495	14492495	"-"	0.378437443822856	0.106650556389329	"intergenic"	NA	"cg27397287_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25685510"	"chr19"	14671512	14671512	"-"	0.754900413323356	0.35184249771716	"intergenic"	NA	"cg25685510_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16860821"	"chr19"	14676347	14676347	"-"	0.396919606278901	0.829846289354549	"intergenic"	NA	"cg16860821_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22068747"	"chr19"	15620014	15620014	"-"	0.806932171248034	0.464087879191112	"intergenic"	NA	"cg22068747_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23080427"	"chr19"	15783503	15783503	"-"	0.617613570882073	0.303532288020936	"intergenic"	NA	"cg23080427_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02824980"	"chr19"	15783725	15783725	"-"	0.786592300745186	0.485057172593086	"intergenic"	NA	"cg02824980_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27174787"	"chr19"	16178240	16178240	"-"	0.78094184963852	0.349737234547673	"intergenic"	NA	"cg27174787_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08523456"	"chr19"	16226402	16226402	"-"	0.758400655063295	0.213377550109503	"intergenic"	NA	"cg08523456_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15845821"	"chr19"	16830613	16830613	"-"	0.675395084741925	0.206629702750464	"intergenic"	NA	"cg15845821_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19784428"	"chr19"	16830746	16830746	"-"	0.757069199246554	0.259618519068039	"intergenic"	NA	"cg19784428_NA_intergenic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
